House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Clark Fort,Katie,Lucas,15,Granddaughter,NA,Female,Student,None,NA
11,Clark Fort,Natasha,Hanson,25,Head,Married,Female,Ceramics designer,None,Methodist
11,Clark Fort,Robert,Hanson,26,Husband,Married,Male,Hydrographic surveyor,None,Methodist
12,Clark Fort,Barbara,Perkins,30,Head,Single,Female,Architect,None,Christian
12,Clark Fort,Bethany,Patel,53,None,Single,Female,Land/geomatics surveyor,None,Christian
13,Clark Fort,Joanna,Sykes,39,Head,Married,Female,Agricultural consultant,None,Catholic
13,Clark Fort,Denis,Sykes,45,Husband,Married,Male,Unemployed,None,None
13,Clark Fort,Joseph,Sykes,1,Son,NA,Male,Child,None,NA
13,Clark Fort,Sally,Sykes,0,Daughter,NA,Female,Child,None,NA
14,Clark Fort,Victoria,Moran,76,Head,Widowed,Female,Unemployed,None,Christian
14,Clark Fort,Jeffrey,Moran,39,Son,Single,Male,Data scientist,None,Christian
14,Clark Fort,Joshua,Moran,36,Son,Single,Male,English as a second language teacher,None,Christian
14,Clark Fort,Kelly,Moran,32,Daughter,Divorced,Female,Charity fundraiser,None,Christian
15,Clark Fort,Kieran,Davies,67,Head,Married,Male,Medical illustrator,None,Methodist
15,Clark Fort,Ellie,Davies,61,Wife,Married,Female,Orthoptist,None,Methodist
16,Clark Fort,Lynda,Ahmed,28,Head,Widowed,Female,Video editor,None,None
16,Clark Fort,Francesca,Ahmed,7,Daughter,NA,Female,Student,None,NA
17,Clark Fort,Sally,Singh,56,Head,Divorced,Female,Unemployed,None,Catholic
17,Clark Fort,Adam,Singh,16,Son,NA,Male,Student,None,NA
18,Clark Fort,Kayleigh,Bradley,82,Head,Single,Female,Retired Museum/gallery exhibitions officer,None,Methodist
1,Henderson Rapid,Mohammed,Duffy,37,Head,Divorced,Male,Systems analyst,None,Christian
1,Henderson Rapid,Antony,Gallagher,16,Step-Son,NA,Male,Student,None,NA
2,Henderson Rapid,Tracey,Bull,16,Head,Married,Female,Student,None,NA
2,Henderson Rapid,Garry,Bull,19,Husband,Married,Male,University Student,None,NA
2,Henderson Rapid,Toby,Bull,0,Son,NA,Male,Child,None,NA
3,Henderson Rapid,Maria,Smith,31,Head,Married,Female,TEFL teacher,None,Catholic
3,Henderson Rapid,Edward,Smith,33,Husband,Married,Male,Unemployed,None,Catholic
3,Henderson Rapid,Jennifer,Smith,10,Daughter,NA,Female,Student,None,NA
3,Henderson Rapid,Lorraine,Smith,8,Daughter,NA,Female,Student,None,NA
4,Henderson Rapid,Keith,Anderson,45,Head,Married,Male,Print production planner,None,Catholic
4,Henderson Rapid,Charlotte,Anderson,44,Wife,Married,Female,Arts administrator,None,Catholic
5,Henderson Rapid,Daniel,Lee,33,Head,Married,Male,Forensic scientist,None,None
5,Henderson Rapid,Georgia,Lee,35,Wife,Married,Female,"Engineer, mining",None,None
6,Henderson Rapid,Dorothy,Hopkins,31,Head,Single,Female,Unemployed,None,None
6,Henderson Rapid,Kate,Taylor,40,Lodger,Single,Female,Unemployed,None,Christian
6,Henderson Rapid,Antony,Day,57,Lodger,Single,Male,Unemployed,None,Christian
6,Henderson Rapid,Darren,Rogers,21,Lodger,Single,Male,University Student,None,None
6,Henderson Rapid,Gerard,Cooper,40,Lodger,Divorced,Male,Camera operator,None,Methodist
7,Henderson Rapid,Natalie,Sharpe,44,Head,Widowed,Female,Unemployed,None,Catholic
7,Henderson Rapid,Joanna,Sharpe,20,Daughter,Single,Female,University Student,None,Catholic
7,Henderson Rapid,Christine,Sharpe,20,Daughter,Single,Female,Probation officer,None,None
8,Henderson Rapid,Kim,Greenwood,77,Head,Widowed,Female,Retired Historic buildings inspector/conservation officer,None,Methodist
9,Henderson Rapid,Michelle,Lane,26,Head,Married,Female,Chief Marketing Officer,None,Christian
9,Henderson Rapid,Brian,Lane,28,Husband,Married,Male,PhD Student,None,Christian
9,Henderson Rapid,Dylan,Lane,0,Son,NA,Male,Child,None,NA
9,Henderson Rapid,Wayne,Patel,36,Sibling,Single,Male,Higher education lecturer,None,None
10,Henderson Rapid,Jemma,Cox,32,Head,Single,Female,Art gallery manager,None,None
10,Henderson Rapid,Toby,Cox,4,Son,NA,Male,Child,None,NA
11,Henderson Rapid,Pauline,Cox,58,Head,Single,Female,Educational psychologist,None,None
11,Henderson Rapid,Zoe,Cox,35,Daughter,Single,Female,Wellsite geologist,None,None
11,Henderson Rapid,Mohammad,Cox,31,Son,Single,Male,Chartered legal executive (England and Wales),None,None
11,Henderson Rapid,Jayne,Cox,31,Daughter,Single,Female,Wellsite geologist,None,None
12,Henderson Rapid,Yvonne,Edwards,33,Head,Single,Female,Trade mark attorney,None,Catholic
12,Henderson Rapid,Callum,Harrison,31,Partner,Single,Male,"Administrator, education",None,Catholic
13,Henderson Rapid,Amelia,Middleton,68,Head,Widowed,Female,"Retired Accountant, chartered",None,None
14,Henderson Rapid,Dennis,Walker,46,Head,Single,Male,Unemployed,None,None
14,Henderson Rapid,Hayley,Walker,17,Daughter,NA,Female,Student,None,NA
14,Henderson Rapid,Charlie,Walker,14,Son,NA,Male,Student,None,NA
15,Henderson Rapid,Chelsea,Walsh,37,Head,Single,Female,Animal nutritionist,None,Christian
16,Henderson Rapid,Rita,Williams,25,Head,Single,Female,Unemployed,None,None
16,Henderson Rapid,Gerald,Hughes,52,None,Single,Male,Retail merchandiser,None,Christian
16,Henderson Rapid,Owen,Archer,62,None,Single,Male,Community development worker,None,Christian
16,Henderson Rapid,Patricia,Haynes,27,None,Single,Female,Sales promotion account executive,None,Christian
17,Henderson Rapid,Lynne,Chan,19,Head,Single,Female,University Student,None,Christian
17,Henderson Rapid,Natasha,Collins,36,None,Single,Female,Health and safety inspector,None,None
17,Henderson Rapid,Lucy,Fisher,53,None,Single,Female,Wellsite geologist,None,Christian
18,Henderson Rapid,Marilyn,Carter,46,Head,Married,Female,Drilling engineer,None,Methodist
18,Henderson Rapid,Elliot,Carter,45,Husband,Married,Male,"Engineer, aeronautical",None,Methodist
19,Henderson Rapid,Annette,Potts,23,Head,Divorced,Female,"Teacher, special educational needs",None,None
20,Henderson Rapid,Gary,Ryan,43,Head,Married,Male,Marine scientist,None,None
20,Henderson Rapid,Emily,Ryan,40,Wife,Married,Female,Financial trader,None,None
20,Henderson Rapid,Emily,Ryan,12,Daughter,NA,Female,Student,None,NA
1,Roberts Avenue,Suzanne,Thorpe,28,Head,Single,Female,Drilling engineer,None,None
1,Roberts Avenue,Jamie,Watson,18,None,Single,Male,Student,None,NA
1,Roberts Avenue,Tracy,Hewitt,41,None,Single,Female,IT consultant,None,None
1,Roberts Avenue,Diana,Skinner,28,None,Single,Female,"Engineer, technical sales",None,None
2,Roberts Avenue,Geraldine,Williams,32,Head,Married,Female,Tourist information centre manager,None,Sikh
2,Roberts Avenue,Nathan,Williams,38,Husband,Married,Male,"Presenter, broadcasting",None,Sikh
2,Roberts Avenue,Callum,Williams,6,Son,NA,Male,Student,None,NA
3,Roberts Avenue,Lindsey,Martin,73,Head,Married,Female,Retired Copy,None,Catholic
3,Roberts Avenue,Jake,Martin,76,Husband,Married,Male,"Retired Engineer, automotive",None,Catholic
4,Roberts Avenue,Nicole,Francis,50,Head,Single,Female,Government social research officer,None,Christian
4,Roberts Avenue,Toby,Pearce,54,Partner,Single,Male,"Therapist, sports",None,Christian
4,Roberts Avenue,Douglas,Francis,26,Son,Single,Male,Paramedic,None,Christian
4,Roberts Avenue,Deborah,Francis,26,Daughter,Divorced,Female,IT consultant,None,Christian
4,Roberts Avenue,Donald,Francis,13,Son,NA,Male,Student,None,NA
5,Roberts Avenue,Hannah,Smith,54,Head,Single,Female,"Doctor, hospital",None,Christian
5,Roberts Avenue,Terence,Brown,61,Partner,Single,Male,Location manager,None,Christian
5,Roberts Avenue,Sheila,Smith,17,Daughter,NA,Female,Student,None,NA
5,Roberts Avenue,Brian,Smith,16,Son,NA,Male,Student,None,NA
5,Roberts Avenue,Danny,Smith,16,Son,NA,Male,Student,None,NA
6,Roberts Avenue,Tony,Gilbert,41,Head,Married,Male,Horticultural consultant,None,Catholic
6,Roberts Avenue,Wendy,Gilbert,41,Wife,Married,Female,Chief Operating Officer,None,Catholic
6,Roberts Avenue,Emma,Gilbert,11,Daughter,NA,Female,Student,None,NA
6,Roberts Avenue,Conor,Gilbert,7,Son,NA,Male,Student,None,NA
7,Roberts Avenue,Mitchell,Gray,40,Head,Married,Male,Careers information officer,None,Christian
7,Roberts Avenue,Yvonne,Gray,35,Wife,Married,Female,Armed forces operational officer,None,Christian
8,Roberts Avenue,Francis,Marshall,31,Head,Married,Male,Purchasing manager,None,Catholic
8,Roberts Avenue,Francesca,Marshall,29,Wife,Married,Female,Location manager,None,None
9,Roberts Avenue,Linda,Morris,38,Head,Divorced,Female,Unemployed,None,Catholic
9,Roberts Avenue,Helen,Morris,9,Daughter,NA,Female,Student,None,NA
9,Roberts Avenue,Mary,Morris,9,Daughter,NA,Female,Student,None,NA
9,Roberts Avenue,Carole,Morris,6,Daughter,NA,Female,Student,None,NA
9,Roberts Avenue,Elliot,Morris,5,Son,NA,Male,Student,None,NA
9,Roberts Avenue,Christopher,Morris,4,Son,NA,Male,Child,Blind,NA
9,Roberts Avenue,Tracey,Morris,4,Daughter,NA,Female,Child,None,NA
10,Roberts Avenue,Janice,Jones,27,Head,Divorced,Female,Unemployed,None,Christian
10,Roberts Avenue,Joanne,Clark,41,Lodger,Single,Female,Learning disability nurse,None,None
10,Roberts Avenue,Molly,Brooks,30,Lodger,Divorced,Female,"Therapist, art",None,Christian
11,Roberts Avenue,Ruth,Williams,61,Head,Married,Female,"Administrator, charities/voluntary organisations",None,None
11,Roberts Avenue,Henry,Williams,60,Husband,Married,Male,Clinical biochemist,None,None
11,Roberts Avenue,Annette,Williams,23,Daughter,Single,Female,"Engineer, drilling",None,None
12,Roberts Avenue,Kate,O'Sullivan,50,Head,Married,Female,Passenger transport manager,None,Catholic
12,Roberts Avenue,Andrew,O'Sullivan,52,Husband,Married,Male,Fish farm manager,None,Catholic
12,Roberts Avenue,Stephen,O'Sullivan,22,Son,Widowed,Male,Waste management officer,None,None
12,Roberts Avenue,Carol,O'Sullivan,18,Daughter,Single,Female,Student,None,Catholic
13,Roberts Avenue,Sylvia,Tucker,61,Head,Married,Female,Unemployed,None,Christian
13,Roberts Avenue,Barry,Bates,62,Husband,Married,Male,"Development worker, international aid",None, 
13,Roberts Avenue,Dominic,Tucker,11,Grandson,NA,Male,Student,None,NA
14,Roberts Avenue,Duncan,Austin,45,Head,Single,Male,Clinical embryologist,None,None
14,Roberts Avenue,Robert,Kaur,56,None,Single,Male,Counsellor,None,Methodist
14,Roberts Avenue,Alex,Day,43,None,Single,Male,Financial controller,None,None
15,Roberts Avenue,Shannon,Barrett,59,Head,Married,Female,"Investment banker, operational",None,Christian
15,Roberts Avenue,Ian,Barrett,62,Husband,Married,Male,Unemployed,None,Christian
15,Roberts Avenue,Mark,Barrett,34,Son,Single,Male,"Teacher, early years/pre",None,Christian
16,Roberts Avenue,Beth,Gough,18,Head,Single,Female,Student,None,NA
17,Roberts Avenue,Josephine,Power,61,Head,Married,Female,Forensic scientist,None,Catholic
17,Roberts Avenue,Stephen,Power,60,Husband,Married,Male,Counselling psychologist,None,None
17,Roberts Avenue,Jill,Power,40,Daughter,Single,Female,Sub,None,Catholic
18,Roberts Avenue,Rita,Patterson,55,Head,Married,Female,Advertising copywriter,None,Christian
18,Roberts Avenue,Frederick,Patterson,55,Husband,Married,Male,Magazine features editor,None,Christian
18,Roberts Avenue,Bryan,Patterson,17,Son,NA,Male,Student,None,NA
19,Roberts Avenue,Valerie,Hooper,26,Head,Married,Female,Media buyer,None,Catholic
19,Roberts Avenue,Charlie,Hooper,27,Husband,Married,Male,Government social research officer,None,None
19,Roberts Avenue,Tina,Hooper,1,Daughter,NA,Female,Child,None,NA
20,Roberts Avenue,Heather,Hyde,38,Head,Single,Female,Dispensing optician,None,Methodist
20,Roberts Avenue,Paul,Hyde,16,Son,NA,Male,Student,None,NA
20,Roberts Avenue,Cameron,Hyde,14,Son,NA,Male,Student,None,NA
21,Roberts Avenue,Ann,Baldwin,34,Head,Single,Female,Animal nutritionist,None,None
21,Roberts Avenue,Dennis,Clements,36,Partner,Single,Male,Market researcher,None,None
21,Roberts Avenue,Pamela,Baldwin,14,Daughter,NA,Female,Student,None,NA
22,Roberts Avenue,Holly,Lucas,41,Head,Divorced,Female,"Merchandiser, retail",None,Christian
22,Roberts Avenue,Daniel,Lucas,2,Son,NA,Male,Child,None,NA
22,Roberts Avenue,Eileen,Stephens,53,Cousin,Divorced,Female,Health service manager,None,Catholic
22,Roberts Avenue,Leon,Smith,44,Lodger,Single,Male,Product/process development scientist,None,None
23,Roberts Avenue,Geraldine,Owen,54,Head,Married,Female,Theatre stage manager,None,Christian
23,Roberts Avenue,Dale,Owen,60,Husband,Married,Male,Health service manager,None,Christian
24,Roberts Avenue,Pamela,Smith,23,Head,Married,Female,Music tutor,None,None
24,Roberts Avenue,Maureen,Smith,26,Wife,Married,Female,Psychiatrist,None,None
24,Roberts Avenue,Bethan,Smith,7,Adopted Daughter,NA,Female,Student,None,NA
24,Roberts Avenue,Dennis,Smith,6,Son,NA,Male,Student,None,NA
25,Roberts Avenue,Jeremy,Akhtar,82,Head,Married,Male,Retired Art gallery manager,None,Christian
25,Roberts Avenue,Rosie,Akhtar,82,Wife,Married,Female,Retired Legal secretary,None,Christian
25,Roberts Avenue,Ronald,Akhtar,11,Grandson,NA,Male,Student,None,NA
26,Roberts Avenue,Debra,Mills,29,Head,Married,Female,"Librarian, academic",None,Christian
26,Roberts Avenue,Leonard,Bishop,28,Husband,Married,Male,Air cabin crew,None,Christian
26,Roberts Avenue,Carol,Mills,12,Daughter,NA,Female,Student,None,NA
27,Roberts Avenue,Ann,Smith,37,Head,Married,Female,Sports administrator,None,None
27,Roberts Avenue,Josh,Smith,41,Husband,Married,Male,Building control surveyor,None,None
28,Roberts Avenue,Dorothy,Young,57,Head,Divorced,Female,"Scientist, research (maths)",None,Christian
28,Roberts Avenue,Norman,Young,21,Son,Divorced,Male,University Student,None,Christian
28,Roberts Avenue,Nathan,Johnson-Young,18,Son,Single,Male,Student,None,Christian
29,Roberts Avenue,Lindsey,Ryan,43,Head,Married,Female,Microbiologist,None,Catholic
29,Roberts Avenue,Steven,Ryan,45,Husband,Married,Male,Horticultural therapist,None,Catholic
29,Roberts Avenue,Shane,Ryan,6,Son,NA,Male,Student,None,NA
30,Roberts Avenue,Anna,Hayes,54,Head,Married,Female,Television production assistant,None,Christian
30,Roberts Avenue,Craig,Hayes,58,Husband,Married,Male,"Psychologist, counselling",None,Christian
31,Roberts Avenue,Francis,Joyce,38,Head,Single,Male,"Secretary, company",None,None
31,Roberts Avenue,Lauren,O'Connor,28,None,Single,Female,Video editor,None,Christian
31,Roberts Avenue,Carly,Dawson,37,None,Single,Female,Hotel manager,None,Catholic
31,Roberts Avenue,Sandra,Evans,47,None,Single,Female,Trading standards officer,None,Catholic
32,Roberts Avenue,Kathleen,Chapman,48,Head,Single,Female,"Development worker, community",None,None
32,Roberts Avenue,Edward,Akhtar,49,Partner,Single,Male,Advertising account executive,None,None
32,Roberts Avenue,Kathryn,Chapman,17,Daughter,NA,Female,Student,None,NA
33,Roberts Avenue,Kathleen,Taylor,65,Head,Widowed,Female,Diplomatic Services operational officer,None,Catholic
34,Roberts Avenue,Luke,Smith,66,Head,Married,Male,Equities trader,None,Methodist
34,Roberts Avenue,Sheila,Smith,68,Wife,Married,Female,Retired Cabin crew,None,Methodist
35,Roberts Avenue,Victoria,Pearson,72,Head,Widowed,Female,Unemployed,None,Christian
35,Roberts Avenue,Carl,Pearson,37,Son,Single,Male,Immigration officer,None,Christian
35,Roberts Avenue,Marcus,Pearson,33,Son,Single,Male,Chartered loss adjuster,None,Christian
36,Roberts Avenue,Annette,Burke,75,Head,Single,Female,Retired Metallurgist,None,None
37,Roberts Avenue,Jeremy,Flynn,55,Head,Single,Male,"Conservator, furniture",None,None
38,Roberts Avenue,Lydia,Perry,39,Head,Single,Female,Historic buildings inspector/conservation officer,None,Catholic
38,Roberts Avenue,Stanley,Perry,7,Son,NA,Male,Student,None,NA
38,Roberts Avenue,Charlotte,Perry,0,Daughter,NA,Female,Child,None,NA
39,Roberts Avenue,Billy,Gallagher,60,Head,Divorced,Male,Broadcast presenter,None,Christian
39,Roberts Avenue,Irene,Booth-Gallagher,43,Daughter,Divorced,Female,Petroleum engineer,None,Christian
39,Roberts Avenue,Joe,Booth-Gallagher,42,Son,Divorced,Male,Glass blower/designer,None,None
39,Roberts Avenue,Ann,Booth-Gallagher,40,Daughter,Single,Female,Animator,None,Christian
40,Roberts Avenue,Denise,Jones,49,Head,Married,Female,Medical illustrator,None,Christian
40,Roberts Avenue,Brett,Jones,55,Husband,Married,Male,"Optician, dispensing",None,None
40,Roberts Avenue,Lorraine,Jones,9,Daughter,NA,Female,Student,None,NA
41,Roberts Avenue,Vanessa,Taylor,48,Head,Single,Female,Higher education careers adviser,None,Christian
41,Roberts Avenue,Francesca,Taylor,21,Daughter,Divorced,Female,University Student,None,None
41,Roberts Avenue,Dale,Taylor,17,Son,NA,Male,Student,None,NA
42,Roberts Avenue,Nicola,O'Brien,53,Head,Married,Female,Water engineer,None,None
42,Roberts Avenue,Sean,O'Brien,50,Husband,Married,Male,Pharmacologist,None,None
42,Roberts Avenue,Sylvia,O'Brien,21,Daughter,Single,Female,University Student,None,None
42,Roberts Avenue,Gerard,Potter,17,Son,NA,Male,Student,None,NA
43,Roberts Avenue,Gillian,Marshall,43,Head,Single,Female,"Development worker, community",None,None
43,Roberts Avenue,Christian,Marshall,14,Son,NA,Male,Student,None,NA
43,Roberts Avenue,Shaun,Marshall,10,Son,NA,Male,Student,None,NA
44,Roberts Avenue,Sally,Pickering,56,Head,Married,Female,Further education lecturer,None,None
44,Roberts Avenue,Shaun,Pickering,58,Husband,Married,Male,"Horticulturist, amenity",None,None
44,Roberts Avenue,Shane,Pickering,38,Son,Single,Male,"Loss adjuster, chartered",None,None
44,Roberts Avenue,Jane,Pickering,37,Daughter,Single,Female,Office manager,None,None
44,Roberts Avenue,Daniel,Weston-Pickering,33,Son,Single,Male,Agricultural consultant,None,None
44,Roberts Avenue,Patrick,Weston-Pickering,31,Son,Divorced,Male,Phytotherapist,None,None
45,Roberts Avenue,Jean,Whitehead-Banks,66,Head,Single,Female,Actuary,None,Christian
45,Roberts Avenue,Matthew,Taylor,44,Son,Single,Male,"Geneticist, molecular",None,Christian
45,Roberts Avenue,Francis,Taylor,43,Son,Divorced,Male,"Sound technician, broadcasting/film/video",None,Christian
46,Roberts Avenue,Catherine,Cole,47,Head,Divorced,Female,Unemployed,None,Christian
46,Roberts Avenue,Nicola,Cole,19,Daughter,Divorced,Female,University Student,None,Christian
46,Roberts Avenue,Toby,Cole,16,Son,NA,Male,Student,None,NA
46,Roberts Avenue,Lesley,Cole,8,Daughter,NA,Female,Student,None,NA
1,Bumblebeeadd Drive,Paige,Hussain,42,Head,Married,Female,Armed forces logistics/support/administrative officer,None,None
1,Bumblebeeadd Drive,Allan,Hussain,44,Husband,Married,Male,Horticultural therapist,None,None
1,Bumblebeeadd Drive,Sian,Ryan,12,Step-Daughter,NA,Female,Student,None,NA
2,Bumblebeeadd Drive,Michael,Watson,77,Head,Widowed,Male,Retired Cartographer,None,None
3,Bumblebeeadd Drive,Catherine,Rahman,35,Head,Married,Female,"Scientist, marine",None,Christian
3,Bumblebeeadd Drive,Elliott,Rahman,36,Husband,Married,Male,"Buyer, retail",None,Christian
3,Bumblebeeadd Drive,Dennis,Rahman,5,Son,NA,Male,Student,None,NA
